DATE,REF,DETAIL,NET,TC,VAT,SUPPLIER,NOMINAL,DEPARTMENT
2025-08-19,1626,FILTERS,59.32,T3,10.68,SUPPLIER 120,Repairs and Renewals,MAINTENANCE
2025-07-16,1627,FOOD,26.5,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-07-23,1628,FOOD,75.24,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-07-23,1629,FOOD,22.5,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-07-23,1630,FOOD,211.57,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-07-23,1631,FOOD,107.82,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-07-30,1632,FOOD,24.0,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-07-30,1633,FOOD,45.0,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-07-30,1634,FOOD,61.2,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-07-30,1635,FOOD,90.1,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-07-11,1636,CLEANING MATERIALS,50.0,T3,9.0,SUPPLIER 6,Cleaning,HOUSEKEEPING
2025-07-11,1636,ACID/ACID TEST,46.0,T3,8.28,SUPPLIER 6,Cleaning,HOUSEKEEPING
2025-07-11,1636,PAPER/SOAP/TPAPER,95.0,T3,17.1,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
2025-07-11,1637,CHLORINE,382.3,T3,68.81,SUPPLIER 6,Cleaning,HOUSEKEEPING
2025-07-17,1638,CLEANING MATERIALS,357.0,T3,64.26,SUPPLIER 6,Cleaning,HOUSEKEEPING
2025-07-17,1638,CHLORINE,33.0,T3,5.94,SUPPLIER 6,Cleaning,HOUSEKEEPING
2025-07-17,1638,PAPER/SOAP,75.0,T3,13.5,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
2025-07-25,1639,CLEANING MATERIALS,613.0,T3,110.34,SUPPLIER 6,Cleaning,HOUSEKEEPING
2025-07-25,1639,CHLORINE,86.0,T3,15.48,SUPPLIER 6,Cleaning,HOUSEKEEPING
2025-07-25,1639,PAPER/SOAP,136.0,T3,24.48,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
2025-07-09,1640,MILK,153.33,T0,0.0,SUPPLIER 33,Materials Purchased,HOUSEKEEPING
2025-07-15,1641,FOOD,54.0,T0,0.0,SUPPLIER 33,Materials Purchased,KITCHEN
2025-07-15,1641,COFFEE,168.07,T0,0.0,SUPPLIER 33,Materials Purchased,KITCHEN
2025-07-16,1642,FOOD,196.5,T0,0.0,SUPPLIER 33,Materials Purchased,KITCHEN
2025-07-22,1643,COFFEE,168.07,T0,0.0,SUPPLIER 33,Materials Purchased,HOUSEKEEPING
2025-07-22,1643,MILK,184.0,T0,0.0,SUPPLIER 33,Materials Purchased,HOUSEKEEPING
2025-07-23,1644,FOOD,22.5,T0,0.0,SUPPLIER 33,Materials Purchased,KITCHEN
2025-07-28,1645,FOOD,15.0,T0,0.0,SUPPLIER 33,Materials Purchased,KITCHEN
2025-07-09,1646,FOOD,118.2,T0,0.0,SUPPLIER 53,Materials Purchased,KITCHEN
2025-07-16,1647,FOOD,270.9,T0,0.0,SUPPLIER 53,Materials Purchased,KITCHEN
2025-07-23,1648,FOOD,270.9,T0,0.0,SUPPLIER 53,Materials Purchased,KITCHEN
2025-07-30,1649,FOOD,189.9,T0,0.0,SUPPLIER 53,Materials Purchased,KITCHEN
2025-07-11,1650,SCOURER,21.44,T3,3.86,SUPPLIER 72,Miscellaneous Expenses,KITCHEN
2025-07-23,1651,DUSTPAN,93.42,T3,16.82,SUPPLIER 72,Cleaning,HOUSEKEEPING
2025-07-09,1652,FOOD,146.4,T0,0.0,SUPPLIER 70,Materials Purchased,KITCHEN
2025-07-16,1653,FOOD,129.0,T0,0.0,SUPPLIER 70,Materials Purchased,KITCHEN
2025-07-16,1653,COFFEE,90.0,T0,0.0,SUPPLIER 70,Materials Purchased,HOUSEKEEPING
2025-07-23,1654,COFFEE,90.0,T0,0.0,SUPPLIER 70,Materials Purchased,HOUSEKEEPING
2025-07-23,1654,FOOD,156.0,T0,0.0,SUPPLIER 70,Materials Purchased,KITCHEN
2025-07-30,1655,COFFEE,162.0,T0,0.0,SUPPLIER 70,Materials Purchased,KITCHEN
2025-07-30,1655,SAFETY MATCHES,9.0,T3,1.62,SUPPLIER 70,Miscellaneous Expenses,KITCHEN
2025-07-21,1656,CUPS,79.0,T3,14.22,SUPPLIER 24,Miscellaneous Expenses,BAR
2025-07-22,1657,BAKING PAPER/FILM,88.5,T3,15.93,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
2025-07-22,1657,BAGS,200.5,T3,36.09,SUPPLIER 24,Cleaning,HOUSEKEEPING
2025-07-12,1658,FOOD,239.33,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-07-12,1659,FOOD,1140.3,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-07-16,1660,FOOD,685.17,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-07-19,1661,FOOD,252.72,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-07-23,1662,FOOD,222.35,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-07-26,1663,FOOD,288.59,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-07-26,1664,FOOD,229.09,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-07-30,1665,FOOD,496.51,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-07-11,1666,FOOD,182.45,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-07-12,1667,FOOD,203.31,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-07-18,1668,FOOD,404.82,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-07-19,1669,FOOD,177.85,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-07-22,1670,FOOD,319.5,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-07-22,1671,FOOD,47.1,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-07-24,1672,FOOD,119.6,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-07-25,1673,FOOD,380.48,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-07-26,1674,FOOD,9.8,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-07-14,1675,FOOD,112.6,T0,0.0,SUPPLIER 73,Materials Purchased,KITCHEN
2025-07-19,1676,FOOD,162.56,T0,0.0,SUPPLIER 73,Materials Purchased,KITCHEN
2025-07-17,1677,FOOD,300.0,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-07-17,1678,FOOD,355.09,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-07-23,1679,FOOD,19.28,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-07-23,1680,FOOD,457.98,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-07-23,1681,FOOD,67.96,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-07-24,1682,FOOD,97.26,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-07-30,1683,FOOD,433.41,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-07-15,1684,FOOD,284.23,T0,0.0,SUPPLIER 66,Materials Purchased,KITCHEN
2025-07-22,1685,FOOD,376.75,T0,0.0,SUPPLIER 66,Materials Purchased,KITCHEN
2025-07-29,1686,FOOD,228.6,T0,0.0,SUPPLIER 66,Materials Purchased,KITCHEN
2025-07-15,1687,FOOD,394.0,T0,0.0,SUPPLIER 68,Materials Purchased,KITCHEN
2025-07-22,1688,FOOD,295.5,T0,0.0,SUPPLIER 68,Materials Purchased,KITCHEN
2025-07-22,1689,FOOD,84.6,T0,0.0,SUPPLIER 68,Materials Purchased,KITCHEN
2025-07-29,1690,FOOD,227.5,T0,0.0,SUPPLIER 68,Materials Purchased,KITCHEN
2025-07-10,1691,FOOD,168.0,T0,0.0,SUPPLIER 59,Materials Purchased,KITCHEN
2025-07-15,1692,FOOD,437.43,T0,0.0,SUPPLIER 59,Materials Purchased,KITCHEN
2025-07-23,1693,FOOD,496.92,T0,0.0,SUPPLIER 59,Materials Purchased,KITCHEN
2025-07-11,1694,SEAFOOD,126.15,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-07-11,1695,SEAFOOD,48.75,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-07-14,1696,SEAFOOD,42.4,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-07-15,1697,SEAFOOD,55.13,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-07-17,1698,SEAFOOD,73.78,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-07-17,1699,SEAFOOD,573.08,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-07-22,1700,SEAFOOD,45.6,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-07-23,1701,SEAFOOD,50.56,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-07-25,1702,SEAFOOD,277.5,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-07-25,1703,SEAFOOD,269.27,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-07-26,1704,SEAFOOD,322.07,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-07-30,1705,SEAFOOD,558.45,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-07-31,1706,SEAFOOD,50.09,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-07-31,1707,SEAFOOD,28.5,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-07-09,1708,FOOD,233.36,T0,0.0,SUPPLIER 48,Materials Purchased,KITCHEN
2025-07-16,1709,FOOD,189.43,T0,0.0,SUPPLIER 48,Materials Purchased,KITCHEN
2025-07-23,1710,FOOD,167.6,T0,0.0,SUPPLIER 48,Materials Purchased,KITCHEN
2025-07-30,1711,FOOD,154.72,T0,0.0,SUPPLIER 48,Materials Purchased,KITCHEN
2025-07-09,1712,FOOD,180.8,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-07-09,1713,TEA/MILK,133.97,T0,0.0,SUPPLIER 67,Materials Purchased,HOUSEKEEPING
2025-07-16,1714,FOOD,180.8,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-07-16,1715,FOOD,76.0,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-07-16,1715,MILK,31.97,T0,0.0,SUPPLIER 67,Materials Purchased,HOUSEKEEPING
2025-07-23,1716,FOOD,237.2,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-07-23,1716,JUICE,54.0,T2,2.7,SUPPLIER 67,Materials Purchased,BAR
2025-07-23,1717,TEA/MILK,82.97,T0,0.0,SUPPLIER 67,Materials Purchased,HOUSEKEEPING
2025-07-23,1717,FOOD,26.6,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-07-30,1718,FOOD,180.8,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-07-10,1719,DAIRY,20.5,T0,0.0,SUPPLIER 63,Materials Purchased,KITCHEN
2025-07-11,1720,DAIRY,53.72,T0,0.0,SUPPLIER 63,Materials Purchased,KITCHEN
2025-07-12,1721,DAIRY,161.53,T0,0.0,SUPPLIER 63,Materials Purchased,KITCHEN
2025-07-15,1722,DAIRY,35.52,T0,0.0,SUPPLIER 63,Materials Purchased,KITCHEN
2025-07-17,1723,DAIRY,91.02,T0,0.0,SUPPLIER 63,Materials Purchased,KITCHEN
2025-07-18,1724,DAIRY,18.8,T0,0.0,SUPPLIER 63,Materials Purchased,KITCHEN
2025-07-19,1725,DAIRY,53.28,T0,0.0,SUPPLIER 63,Materials Purchased,KITCHEN
2025-07-22,1726,DAIRY,54.0,T0,0.0,SUPPLIER 63,Materials Purchased,KITCHEN
2025-07-23,1727,DAIRY,62.36,T0,0.0,SUPPLIER 63,Materials Purchased,KITCHEN
2025-07-24,1728,DAIRY,33.61,T0,0.0,SUPPLIER 63,Materials Purchased,KITCHEN
2025-07-26,1729,DAIRY,53.45,T0,0.0,SUPPLIER 63,Materials Purchased,KITCHEN
2025-07-29,1730,DAIRY,35.52,T0,0.0,SUPPLIER 63,Materials Purchased,KITCHEN
2025-07-30,1731,DAIRY,60.56,T0,0.0,SUPPLIER 63,Materials Purchased,KITCHEN
2025-07-31,1732,DAIRY,35.52,T0,0.0,SUPPLIER 63,Materials Purchased,KITCHEN
2025-07-18,1733,EGGS,249.8,T0,0.0,SUPPLIER 58,Materials Purchased,KITCHEN
2025-07-24,1734,EGGS,230.0,T0,0.0,SUPPLIER 58,Materials Purchased,KITCHEN
2025-07-31,1735,EGGS,230.0,T0,0.0,SUPPLIER 58,Materials Purchased,KITCHEN
2025-07-14,1736,EGGS,92.0,T0,0.0,SUPPLIER 57,Materials Purchased,KITCHEN
2025-07-21,1737,EGGS,184.0,T0,0.0,SUPPLIER 57,Materials Purchased,KITCHEN
2025-07-28,1738,EGGS,138.0,T0,0.0,SUPPLIER 57,Materials Purchased,KITCHEN
2025-07-14,1739,GAS,279.66,T3,50.34,SUPPLIER 23,Gas,KITCHEN
2025-07-28,1740,GAS,228.81,T3,41.19,SUPPLIER 23,Gas,HOUSEKEEPING
2025-07-17,1741,PASTRY,379.02,T0,0.0,SUPPLIER 22,Materials Purchased,KITCHEN
2025-07-24,1742,PASTRY,407.97,T0,0.0,SUPPLIER 22,Materials Purchased,KITCHEN
2025-07-31,1743,PASTRY,377.72,T0,0.0,SUPPLIER 22,Materials Purchased,KITCHEN
2025-08-13,1744,JUGS,90.53,T3,16.3,SUPPLIER 60,Miscellaneous Expenses,RESTAURANT
2025-08-16,1745,NEWSPAPERS,22.49,T2,1.12,SUPPLIER 0,Materials Purchased,ACCOMMODATION
2025-07-18,1746,WATER,323.4,T1,58.21,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
2025-07-24,1747,WATER,231.0,T1,41.58,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
2025-07-24,1747,JUICE,427.05,T2,21.35,SUPPLIER 13,Materials Purchased,BAR
2025-07-31,1748,WATER,255.0,T1,45.9,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
2025-07-31,1748,BCRS,132.0,T9,0.0,SUPPLIER 13,BCRS,HOUSEKEEPING
2025-08-13,1749,WATER,331.5,T1,59.67,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
2025-08-13,1749,JUICE,480.0,T2,24.0,SUPPLIER 13,Materials Purchased,BAR
2025-08-13,1749,BCRS,171.6,T9,0.0,SUPPLIER 13,BCRS,HOUSEKEEPING
2025-08-21,1750,BRICKS,19.35,T6,3.48,SUPPLIER 37,Buildings,CAPITAL
2025-08-18,1751,NEWSPAPERS,17.18,T2,0.86,SUPPLIER 11,Materials Purchased,ACCOMMODATION
2025-05-08,1752,PASTRY,416.92,T0,0.0,SUPPLIER 22,Materials Purchased,KITCHEN
2025-08-21,1753,YELLOW BOARDS,220.34,T6,39.66,SUPPLIER 79,Buildings,CAPITAL
2025-08-20,1754,LIGHT TUBES,23.05,T3,4.15,SUPPLIER 106,Repairs and Renewals,MAINTENANCE
2025-08-21,1755,SCREWS/NAILS/GLOVES,86.06,T3,15.49,SUPPLIER 106,Repairs and Renewals,MAINTENANCE
2025-05-30,1756,PILOTS/SERVICE,487.14,T3,87.69,SUPPLIER 9,Miscellaneous Expenses,KITCHEN
2025-06-10,1757,IGNITER,143.6,T3,25.85,SUPPLIER 9,Miscellaneous Expenses,KITCHEN
2025-07-01,1758,DETERGENT/RINSE,118.5,T3,21.33,SUPPLIER 9,Miscellaneous Expenses,KITCHEN
2025-07-01,1759,KNIFE/SHARPENER,136.77,T3,24.62,SUPPLIER 9,Miscellaneous Expenses,KITCHEN
2025-05-07,1760,F&V,9.95,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-07,1761,SEAFOOD,50.57,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-06-17,1762,SEAFOOD,56.44,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-19,1763,LOCAL CHARGES,93.39,T6,16.81,SUPPLIER 121,Buildings,GENERAL/CAPITAL
2025-05-19,1763,LOCAL CHARGES,85.54,T6,15.4,SUPPLIER 121,Plant and Machinery,GENERAL/CAPITAL
2025-05-19,1763,LOCAL CHARGES,150.14,T6,27.02,SUPPLIER 121,Furniture and Fixtures,GENERAL/CAPITAL
2025-05-19,1763,LOCAL CHARGES,995.93,T3,179.27,SUPPLIER 121,Miscellaneous Expenses,HOUSEKEEPING
2025-05-19,1763,LOCAL CHARGES,30.25,T9,0.0,SUPPLIER 121,Buildings,GENERAL/CAPITAL
2025-05-19,1763,LOCAL CHARGES,27.71,T9,0.0,SUPPLIER 121,Plant and Machinery,GENERAL/CAPITAL
2025-05-19,1763,LOCAL CHARGES,48.63,T9,0.0,SUPPLIER 121,Furniture and Fixtures,GENERAL/CAPITAL
2025-05-19,1763,LOCAL CHARGES,322.63,T9,0.0,SUPPLIER 121,Miscellaneous Expenses,HOUSEKEEPING
2025-05-19,1763,IMPORT DUTY,126.0,T6,0.0,SUPPLIER 121,Buildings,GENERAL/CAPITAL
2025-05-19,1763,IMPORT DUTY,67.0,T6,0.0,SUPPLIER 121,Plant and Machinery,GENERAL/CAPITAL
2025-05-19,1763,IMPORT DUTY,47.0,T6,0.0,SUPPLIER 121,Furniture and Fixtures,GENERAL/CAPITAL
2025-05-19,1763,IMPORT DUTY,1769.0,T3,0.0,SUPPLIER 121,Miscellaneous Expenses,HOUSEKEEPING
2025-05-19,1763,VAT,0.0,T6,752.0,SUPPLIER 121,Buildings,GENERAL/CAPITAL
2025-05-19,1763,VAT,0.0,T6,680.0,SUPPLIER 121,Plant and Machinery,GENERAL/CAPITAL
2025-05-19,1763,VAT,0.0,T6,1179.0,SUPPLIER 121,Furniture and Fixtures,GENERAL/CAPITAL
2025-05-19,1763,VAT,0.0,T3,8091.0,SUPPLIER 121,Miscellaneous Expenses,HOUSEKEEPING
2025-06-19,1764,HEALTH - JS,160.0,T9,0.0,SUPPLIER 20,Recruitment Expenses,ADMINISTRATION
2025-07-15,1765,HEALTH - KR,155.0,T9,0.0,SUPPLIER 20,Recruitment Expenses,ADMINISTRATION
2025-07-15,1766,HEALTH - CEL/ROC/NAV,476.01,T9,0.0,SUPPLIER 20,Recruitment Expenses,ADMINISTRATION
2025-07-31,1767,PEST CONTROL,205.0,T3,36.9,SUPPLIER 94,Cleaning,HOUSEKEEPING
2025-07-18,1768,LIFTS EXAMINATION,100.0,T3,18.0,SUPPLIER 122,Professional Fees,MAINTENANCE
2025-08-25,1769,GAS,177.97,T3,32.03,SUPPLIER 23,Gas,KITCHEN
2025-08-18,1770,CONCRETE,1578.18,T6,284.07,SUPPLIER 39,Buildings,CAPITAL
2025-08-25,1771,DIESEL,55.93,T3,10.07,SUPPLIER 96,Vehicle Fuel,MAINTENANCE
2025-08-22,1772,CEMENT,34.53,T3,6.21,SUPPLIER 106,Repairs and Renewals,MAINTENANCE
2025-08-25,1773,SCREWS/BARROW/TAPE,109.96,T3,19.79,SUPPLIER 106,Repairs and Renewals,MAINTENANCE
2025-08-27,1774,BRUSH WITH HOSE,72.42,T3,13.03,SUPPLIER 106,Repairs and Renewals,MAINTENANCE
2025-08-27,1775,BRICKS,96.8,T6,17.42,SUPPLIER 37,Buildings,CAPITAL
2025-08-19,1776,CINTURINI/VIREG,103.01,T6,18.54,SUPPLIER 7,Buildings,CAPITAL
2025-08-26,1777,WOOD,45.76,T3,8.24,SUPPLIER 79,Repairs and Renewals,MAINTENANCE
2025-08-27,1778,BRICKS,96.8,T6,17.42,SUPPLIER 37,Buildings,CAPITAL
2025-08-26,1779,CUTTING DISCS/PAINTBRUSH/SPIRI,45.67,T3,8.22,SUPPLIER 106,Repairs and Renewals,MAINTENANCE
2025-08-28,1780,HAS 514,537.15,T9,0.0,SUPPLIER 99,Vehicle Insurance,MAINTENANCE
2025-08-28,1780,HAS 514,580.0,T9,0.0,SUPPLIER 99,Vehicle Licences,MAINTENANCE
2025-08-28,1781,GYPSUM,50.0,T6,9.0,SUPPLIER 100,Buildings,CAPITAL
2025-08-28,1782,CEMENT/GLOVE/MASK,88.75,T3,15.97,SUPPLIER 106,Repairs and Renewals,MAINTENANCE
2025-08-11,1763,LOCAL CHARGES,771.07,T6,138.79,SUPPLIER 121,Buildings,GENERAL/CAPITAL
2025-08-11,1763,LOCAL CHARGES,16.84,T6,3.03,SUPPLIER 121,Office Equipment,GENERAL/CAPITAL
2025-08-11,1763,LOCAL CHARGES,127.66,T6,22.98,SUPPLIER 121,Furniture and Fixtures,GENERAL/CAPITAL
2025-08-11,1763,LOCAL CHARGES,14.43,T3,2.6,SUPPLIER 121,Miscellaneous Expenses,RESTAURANT
2025-08-11,1763,LOCAL CHARGES,200.26,T9,0.0,SUPPLIER 121,Buildings,GENERAL/CAPITAL
2025-08-11,1763,LOCAL CHARGES,4.37,T9,0.0,SUPPLIER 121,Office Equipment,GENERAL/CAPITAL
2025-08-11,1763,LOCAL CHARGES,33.15,T9,0.0,SUPPLIER 121,Furniture and Fixtures,GENERAL/CAPITAL
2025-08-11,1763,LOCAL CHARGES,3.75,T9,0.0,SUPPLIER 121,Miscellaneous Expenses,RESTAURANT
2025-08-11,1763,IMPORT DUTY,768.0,T6,0.0,SUPPLIER 121,Buildings,GENERAL/CAPITAL
2025-08-11,1763,IMPORT DUTY,41.0,T6,0.0,SUPPLIER 121,Office Equipment,GENERAL/CAPITAL
2025-08-11,1763,IMPORT DUTY,31.0,T6,0.0,SUPPLIER 121,Furniture and Fixtures,GENERAL/CAPITAL
2025-08-11,1763,IMPORT DUTY,30.0,T3,0.0,SUPPLIER 121,Miscellaneous Expenses,RESTAURANT
2025-08-11,1763,EXCISE DUTY,167.0,T6,0.0,SUPPLIER 121,Buildings,GENERAL/CAPITAL
2025-08-11,1763,ANTI-DUMPING,4768.0,T6,0.0,SUPPLIER 121,Buildings,GENERAL/CAPITAL
2025-08-11,1763,ANTI-DUMPING,90.0,T3,0.0,SUPPLIER 121,Miscellaneous Expenses,RESTAURANT
2025-08-11,1763,VAT,0.0,T6,3414.0,SUPPLIER 121,Buildings,GENERAL/CAPITAL
2025-08-11,1763,VAT,0.0,T6,60.0,SUPPLIER 121,Office Equipment,GENERAL/CAPITAL
2025-08-11,1763,VAT,0.0,T6,401.0,SUPPLIER 121,Furniture and Fixtures,GENERAL/CAPITAL
2025-08-11,1763,VAT,0.0,T3,66.0,SUPPLIER 121,Miscellaneous Expenses,RESTAURANT
2025-08-08,1783,FORD REPAIRS,1206.95,T3,217.25,SUPPLIER 123,Vehicle Repairs and Servicing,MAINTENANCE
2025-08-23,1784,AZZOPARDI AUTO CENTRE PARTS,252.54,T3,45.46,SUPPLIER 123,Vehicle Repairs and Servicing,MAINTENANCE
2025-08-29,1785,CONSULTANCY: MONITORING AIR QU,280.0,T3,50.4,SUPPLIER 124,Professional Fees,ADMINISTRATION
2025-08-06,1786,FOOD,133.62,T0,0.0,SUPPLIER 69,Materials Purchased,KITCHEN
2025-08-13,1787,FOOD,349.61,T0,0.0,SUPPLIER 69,Materials Purchased,KITCHEN
2025-08-20,1788,FOOD,137.85,T0,0.0,SUPPLIER 69,Materials Purchased,KITCHEN
2025-08-20,1789,FOOD,98.2,T0,0.0,SUPPLIER 69,Materials Purchased,KITCHEN
2025-08-07,1790,FOOD,77.1,T0,0.0,SUPPLIER 8,Materials Purchased,KITCHEN
2025-08-07,1791,FOOD,57.6,T0,0.0,SUPPLIER 8,Materials Purchased,KITCHEN
2025-08-13,1792,FOOD,152.88,T0,0.0,SUPPLIER 8,Materials Purchased,KITCHEN
2025-08-04,1793,F&V,95.0,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-04,1794,F&V,16.78,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-05,1795,F&V,195.69,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-06,1796,F&V,131.59,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-07,1797,F&V,37.4,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-08,1798,F&V,175.84,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-09,1799,F&V,238.1,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-09,1800,F&V,40.0,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-10,1801,F&V,139.0,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-11,1802,F&V,175.83,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-11,1803,F&V,20.0,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-12,1804,F&V,209.4,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-12,1805,F&V,13.0,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-13,1806,F&V,35.0,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-13,1807,F&V,40.75,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-14,1808,F&V,192.13,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-14,1809,F&V,26.48,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-15,1810,F&V,108.48,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-16,1811,F&V,257.7,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-17,1812,F&V,81.5,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-18,1813,F&V,121.9,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-19,1814,F&V,199.61,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-20,1815,F&V,56.46,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-21,1816,F&V,464.41,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-21,1817,F&V,40.53,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-21,1818,F&V,174.9,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-22,1819,F&V,147.34,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-22,1820,F&V,20.5,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-23,1821,F&V,66.69,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-24,1822,F&V,39.8,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-25,1823,F&V,75.34,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-26,1824,F&V,226.85,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-07,1825,F&V,280.64,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-26,1826,F&V,22.5,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-26,1827,F&V,26.25,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-08-20,1828,FOOD,246.74,T0,0.0,SUPPLIER 53,Materials Purchased,KITCHEN
